source_id,target_id
1530101,1530101
1530101,1530209
1530101,1530104
1530101,1530203
1530101,6830001
0930102,0930301
0930102,0930102
0930102,0930101
0930102,0930202
0930102,0930403
0930102,0930302
5500044,5500004
5500044,5500027
5500044,8000101
5500044,5500054
5500044,8000706
5500044,5500019
5500044,5500038
5500044,5500021
5500044,5500044
5500044,8000304
5500044,8000305
0930101,0930301
0930101,0930102
0930101,0930101
0930101,0930202
0930101,0930403
1090502,1090402
1090502,1090401
1090502,1090502
1090502,1090702
1090502,1090501
1090502,1090602
0110501,0110401
0110501,0110101
0110501,0110301
0110501,0110501
0110501,0110502
0110501,1250302
0110501,0090102
0110501,0110302
0110502,0110101
0110502,0110501
0110502,0110502
0110502,1250302
0110502,0290502
1530407,1530409
1530407,1530403
1530407,1530105
1530407,1530407
1530407,1530402
7100405,7100405
7100405,7100412
7100405,7100303
7100405,7100311
7100405,7100403
7100405,5500024
7100405,5500029
7100405,7100404
1430204,1430201
1430204,0670304
1430204,1430204
1430204,0190205
1430204,0670103
1430204,0670202
1430204,1430502
1430204,1430207
1430204,1430206
6300101,1770303
6300101,1770301
6300101,1770302
6300101,1770702
6300101,6300101
6300101,6300301
6300101,6300201
6300101,6300402
7100402,7400001
7100402,7100211
7100402,7100403
7100402,7400005
7100402,5500026
7100402,5500030
7100402,7100404
7100402,7100402
6500108,6500104
6500108,6500101
6500108,6500203
6500108,6500209
6500108,6500217
6500108,6500102
6500108,6500107
6500108,6500103
6500108,6500105
6500108,6500108
6500108,6500112
6500108,6500215
5500047,5500009
5500047,5500047
5500047,5500037
5500047,5500060
1750601,1750601
1750601,1750702
1750601,1750602
1750601,1750502
1750601,1750501
1750601,1750302
1750601,1750301
1750602,1750601
1750602,1750602
1750602,1750101
1750602,1750501
1750602,1750302
1530408,1530408
1530408,1530204
1530408,0590923
1530408,1530405
1530408,1530404
1530408,1530106
0770302,0770301
0770302,6400003
0770302,0770302
0770302,0350405
0770302,0350403
0770302,0770403
0770302,0350105
0770301,0770202
0770301,0770203
0770301,0770301
0770301,0770302
0770301,0770403
0770301,0770402
5400201,5400303
5400201,5400402
5400201,5400301
5400201,5400401
5400201,5400201
5400201,5400202
5400201,5400101
5400202,5400402
5400202,5400201
5400202,5400202
5400202,0030103
5400202,0030101
5400202,0030105
5400202,0030504
5400202,0030203
5400202,5400101
0870512,0870513
0870512,0870512
0870512,0870508
0870512,0870503
0870513,0870511
0870513,0870201
0870513,0870509
0870513,0870502
0870513,0870513
0870513,0870512
0870513,0870508
0870513,0870515
0870513,0870503
0870510,0870517
0870510,0870510
0870510,0870505
0870510,0870516
0870510,0870506
0870511,7600706
0870511,7600703
0870511,0870206
0870511,0870511
0870511,0870208
0870511,0870201
0870511,0870509
0870511,0870513
0870511,0870506
0870511,0870220
0870511,0870215
0870511,7600701
0870516,0870517
0870516,0870510
0870516,7600806
0870516,0870516
0870516,0870514
0870516,0870506
0870516,7600609
0870517,0870517
0870517,0870510
0870517,0870505
0870517,0870518
0870517,0870516
0870517,0410109
0870514,0870516
0870514,0870514
0870514,0870506
0870515,0870505
0870515,0870518
0870515,0870509
0870515,0870513
0870515,0870506
0870515,0870508
0870515,0870504
0870515,0870515
0870515,0870507
0870518,0410103
0870518,0870517
0870518,0870505
0870518,0870518
0870518,0360101
0870518,0870515
0870518,0870507
1910401,1910402
1910401,1910201
1910401,1910401
1910401,1910501
1910401,1730301
1910402,1910202
1910402,1910101
1910402,1910402
1910402,1910201
1910402,1910401
1910402,1910501
6400001,6400002
6400001,6400003
6400001,6400001
6400001,0350406
6400001,0350502
6400001,0350403
6400001,0350402
6400001,0770403
6400003,6400002
6400003,6400003
6400003,6400001
6400003,0770302
6400003,0770403
6400002,6400002
6400002,6400003
6400002,6400001
6400002,0350502
6400002,0770403
0830401,0830503
0830401,0830502
0830401,0830403
0830401,0830401
0830401,0830201
0830401,0830305
0830401,0830302
0830401,0830102
0830403,0830502
0830403,0830403
0830403,0830401
0830403,0830305
0830403,0830802
0830403,0830801
5900005,5900003
5900005,5900002
5900005,5900005
5900005,5900016
5900005,5900004
5900004,5900002
5900004,5900005
5900004,5900016
5900004,5900013
5900004,5900004
5900004,5900015
5900007,1430404
5900007,5900006
5900007,5900008
5900007,5900007
5900007,5900010
5900007,5900009
5900007,5900003
5900007,5900001
5900007,5900002
5900006,1430404
5900006,5900012
5900006,5900006
5900006,5900008
5900006,5900007
5900006,5900009
5900001,5900007
5900001,5900009
5900001,5900001
5900001,5900002
5900001,5900014
5900001,5900013
5900003,5900007
5900003,5900010
5900003,5900003
5900003,5900002
5900003,5900005
5900003,5900016
5900002,5900007
5900002,5900003
5900002,5900001
5900002,5900002
5900002,5900005
5900002,5900014
5900002,5900013
5900002,5900004
5900009,1430404
5900009,5900006
5900009,1430405
5900009,5900007
5900009,5900009
5900009,5900001
5900009,5900013
5900008,5900012
5900008,5900006
5900008,5900011
5900008,5900008
5900008,5900007
5900008,5900010
0890402,6900003
0890402,0890201
0890402,6900001
0890402,6900004
0890402,0890402
0890402,6900006
0890402,0890404
0890402,0890401
0890402,0890503
0890401,0890402
0890401,0890404
0890401,0890401
0890401,0890503
0890404,6900004
0890404,0890402
0890404,0890405
0890404,0890404
0890404,0890505
0890404,0890401
0890404,0890503
0890404,0890502
0890405,6900004
0890405,0890405
0890405,0890404
0890405,0890505
0890405,0890304
0570401,0970201
0570401,0570201
0570401,0570301
0570401,1590301
0570401,0970401
0570401,0570401
0570401,1190301
1390101,1390201
1390101,1390101
1390101,1710304
1390101,1870504
1390101,1870502
1390101,1570301
1390101,1390401
1390101,1390301
1690503,1690601
1690503,1690504
1690503,1690503
1690503,1690304
1690503,1690502
1690503,1690401
1030101,1590401
1030101,1030101
1030101,1030501
1030101,1030201
1590101,1590301
1590101,1590201
1590101,1590101
1590101,1590401
0090201,0090303
0090201,0090202
0090201,0090301
0090201,0090201
0090201,0090102
0090201,0090402
0090202,1630301
0090202,1630402
0090202,0090303
0090202,0090202
0090202,1630403
0090202,1250402
0090202,0090201
0090202,1250401
0090202,0090102
1050301,1050202
1050301,1050203
1050301,1050301
1050301,1050501
1050301,1050502
1050301,1050302
1050301,1050401
1050302,1050301
1050302,1050502
1050302,1050302
1050302,1050404
1050302,1050401
0690602,0690603
0690602,0690602
0690602,0690601
0690602,0690302
0690602,8400301
0690602,8400201
0690602,0690401
0690603,0430101
0690603,0690603
0690603,0690602
0690603,0690601
0690603,0430401
0690603,0690302
0690603,0690401
0690601,0690603
0690601,0690602
0690601,0690601
0690601,0690302
0410213,0410203
0410213,0410210
0410213,0410208
0410213,0410213
0410213,0410409
0410213,0410207
0410213,0410206
0410213,0410516
0410212,0410414
0410212,0410210
0410212,0410204
0410212,0410212
0410212,0410402
0410212,0410405
0410211,0410304
0410211,0410111
0410211,0410211
0410211,0410305
0410211,0410201
0410210,0410201
0410210,0410203
0410210,0410308
0410210,0410414
0410210,0410210
0410210,0410204
0410210,0410212
0410210,0410208
0410210,0410213
0410210,0410409
0410210,0410405
0410214,0410202
0410214,0410214
0410214,0410205
0410214,0410105
1370302,1370201
1370302,1370202
1370302,1370301
1370302,1370302
1370302,0470601
1370302,0470703
1370302,1370401
1370301,1370101
1370301,1370102
1370301,1370201
1370301,1370301
1370301,1370302
1370301,0470601
1370301,1130002
1370301,1130001
8100079,8100040
8100079,8100022
8100079,8100026
8100079,8100079
8100079,8100053
8100078,8100071
8100078,8100043
8100078,8100078
8100078,8100064
8100078,8100068
8100078,8100027
8100075,8100049
8100075,8100075
8100075,8100006
8100075,8100011
8100075,8100010
1250101,1250101
1250101,0030604
1250101,0030307
1250101,0030302
1250101,0150801
1250101,1250501
1250101,1250502
1250101,0150601
1250101,0150603
8100077,8100036
8100077,8100029
8100077,8100077
8100077,8100055
8100077,8100008
8100077,8100012
8100076,8100076
8100076,8100028
8100076,8100039
8100076,8100014
8100076,8100013
1270502,1270302
1270502,1270501
1270502,1270401
1270502,0360301
1270502,1270502
1270502,0950303
1270502,0950401
1270502,0950403
1450301,1450401
1450301,1450402
1450301,1450201
1450301,1450501
1450301,1450302
1450301,1450301
1450301,1450103
1450301,1450101
1450302,1450501
1450302,1450502
1450302,1450302
1450302,1450301
1450302,0750301
1450302,0750501
1450302,1450101
1270501,1270302
1270501,1010201
1270501,1010101
1270501,1270501
1270501,0970301
1270501,1270502
1270501,0950403
0050402,5800501
0050402,5800401
0050402,0050402
0050402,0050401
0050402,5800201
0050402,0450401
0050402,0050202
0050402,0230405
0050402,0230403
0050402,0050101
0050401,5800401
0050401,0050402
0050401,0050701
0050401,0050401
0050401,0050502
0050401,0050501
0050401,0050202
0050401,0230404
0050401,0230403
0050401,0050601
5100210,5100305
5100210,5100210
5100210,0590520
5100210,5100206
5100210,5100208
5100210,0590509
0310201,0310101
0310201,6800305
0310201,6800401
0310201,0310202
0310201,0310102
0310201,0310501
0310201,0310201
0310202,0310502
0310202,0310301
0310202,0310202
0310202,0190301
0310202,0310102
0310202,0310501
0310202,0310201
8100094,8100047
8100094,8100056
8100094,8100094
8100094,8100008
8100094,8100014
8100094,8100013
8100094,8100012
8100093,8100093
8100093,8100061
8100093,8100069
8100093,8100021
8100092,8100038
8100092,8100018
8100092,8100017
8100092,8100007
8100092,8100092
8100092,8100049
8100092,8100047
8100092,8100010
8100091,8100064
8100091,8100045
8100091,8100091
8100091,8100027
8100091,8100073
8100091,8100024
7750010,1610304
7750010,7700035
7750010,7750010
7750010,7750006
7750010,7750008
7750010,7750009
7750010,7750007
8100090,8100090
8100090,8100037
8100090,8100018
8100090,8100017
1910703,5200004
1910703,1910702
1910703,1910703
1910703,1910701
1910703,1910204
1910703,1910102
1910703,1910302
1910702,5200004
1910702,1910601
1910702,1910702
1910702,1910703
1910702,1910204
1910702,1910202
1910701,5200004
1910701,1910703
1910701,1910701
1910701,1910302
1910701,1910301
0450101,0450303
0450101,0450201
0450101,0450101
0450101,0450202
0450101,0450501
0450101,0450403
8000601,8000501
8000601,8000504
8000601,8000601
8000601,8000403
8000601,8000602
8000601,8000603
8000603,8000504
8000603,8000601
8000603,8000602
8000603,8000603
8000603,8000604
8000603,8000304
8000603,8000204
8000603,8000203
6200501,6200301
6200501,6200401
6200501,6200501
6200501,0930502
6200501,1750502
8000605,8000403
8000605,8000602
8000605,8000404
8000605,8000605
8000605,8000604
8000605,8000302
8000604,8000602
8000604,8000603
8000604,8000605
8000604,8000604
8000604,8000302
8000604,8000304
8000604,8000204
0610401,0610501
0610401,0610403
0610401,0610401
0610401,0610402
0610402,0610501
0610402,0610403
0610402,1570502
0610402,0610401
0610402,0610402
0610402,1870501
0610402,1570501
0610402,1870202
0610402,1870401
0610402,0430401
0610402,1070308
0610403,0610202
0610403,0610501
0610403,0610404
0610403,0610403
0610403,1570502
0610403,0610401
0610403,0610402
0610403,1570201
0610403,0470501
0610403,0610203
0610403,0610201
0610404,0610404
0610404,0610403
0610404,0470501
0610404,0610105
0610404,0610303
0610404,0610103
0610404,0610203
0610404,0610302
0330401,0330502
0330401,0330401
0330401,1010501
0330401,0330102
0330401,0850206
0330401,0330402
0330401,0330501
0330401,0850202
0330402,0330502
0330402,0330401
0330402,0330601
0330402,0330602
0330402,0330202
0330402,0330402
0330402,0330501
0330402,0850202
0330402,0850201
5500009,5500002
5500009,5500009
5500009,5500014
5500009,5500052
5500009,5500006
5500009,5500034
5500009,5500047
5500009,5500037
5500009,5500036
5500009,5500046
5500009,5500060
1410102,1410101
1410102,1410102
1410102,1410201
1410102,1410402
1410102,1410401
1410103,1410103
1410103,1410101
1410103,0350203
1410103,0350101
1410101,1410103
1410101,1410101
1410101,1410102
1410101,0350203
1410101,1410401
1170801,1170903
1170801,1170201
1170801,1170801
1170801,1170802
1170801,1170202
7600305,7600306
7600305,7600302
7600305,7600305
7600305,7600303
7600305,7600304
7600305,7600603
7600305,7600310
7600305,7600307
0650201,0650301
0650201,0650101
0650201,1090101
0650201,0490101
0650201,0650201
0650201,1090301
0650201,0750102
0650201,0750101
7600304,7600305
7600304,7600303
7600304,7600304
7600304,7600603
7600304,7600606
7600304,0870211
1630101,1630104
1630101,1630101
1630101,1630303
1630101,1630402
1630101,1630102
1630101,1630103
1630101,1630201
1630101,6780001
7600301,7600302
7600301,7600301
7600301,7600303
7600301,0870202
7600301,7600307
7600301,7600308
7600301,0870211
8100053,8100040
8100053,8100039
8100053,8100022
8100053,8100068
8100053,8100051
8100053,8100052
8100053,8100027
8100053,8100026
8100053,8100079
8100053,8100053
8100053,8100024
8100053,8100013
1310401,1310501
1310401,1310101
1310401,1310401
1310401,1310201
1310401,1310301
7600302,7600306
7600302,7600302
7600302,7600301
7600302,7600305
7600302,7600303
7600302,7600307
1530110,0610503
1530110,0610504
1530110,0610501
1530110,1530406
1530110,1530110
1530110,1530103
1530110,1530409
1530110,1530104
1530111,1530105
1530111,1530111
1530111,1530107
1530111,1530109
1530111,1530102
1530111,1530108
1530111,1530104
8100050,8100030
8100050,8100067
8100050,8100004
8100050,8100050
8100050,8100005
1770303,0470704
1770303,1770203
1770303,1770204
1770303,1770603
1770303,1790104
1770303,1770303
1770303,1770301
1770303,1790102
1770303,6300101
1770303,6300402
1770303,1770201
1770302,1770603
1770302,1770601
1770302,1770301
1770302,1770302
1770302,1770702
1770302,6300101
1770301,1770603
1770301,1770303
1770301,1770301
1770301,1770302
1770301,6300101
7100414,7100203
7100414,7100211
7100414,7100210
7100414,7100212
7100414,7100411
7100414,7100414
7100414,7100313
7100414,7100306
7100414,7100403
7100415,7100412
7100415,7100413
7100415,7100304
7100415,7100409
7100415,7100311
7100415,7100415
7100415,7100302
7100415,7100406
7100411,7100203
7100411,7100211
7100411,7100411
7100411,7100414
7100411,7100403
7100412,7100405
7100412,7100412
7100412,7100303
7100412,7100413
7100412,7100311
7100412,7100415
7100412,5500029
7100413,7100408
7100413,7100412
7100413,7100413
7100413,7100409
7100413,7100415
7100413,8100057
7100413,8100025
0350406,6400001
0350406,0350406
0350406,0350502
0350406,0350402
0350405,0770302
0350405,0350405
0350405,0350403
0350405,0350105
1970203,1970101
1970203,1970203
1970203,1970603
1970203,0210102
1970203,0210202
1970203,0210201
1970203,1970303
0350403,6400001
0350403,0770302
0350403,0350405
0350403,0350403
0350403,0350402
0350403,0350105
0350402,6400001
0350402,0350406
0350402,0350502
0350402,0350503
0350402,0350403
0350402,0350402
0350402,0350301
0350402,0350105
0350402,0350201
0110401,0110201
0110401,0110102
0110401,0110202
0110401,0110401
0110401,0110101
0110401,0110301
0110401,0110501
1090402,1090301
1090402,1090201
1090402,1090402
1090402,1090401
1090402,1090502
1090402,0750101
1090402,1090702
1090401,1090201
1090401,1090402
1090401,1090401
1090401,1090502
1090401,1770501
1090401,1770502
1090401,1090501
0950203,0950301
0950203,0950103
0950203,0950203
0950203,0950204
0950203,0950202
0950202,0950103
0950202,0950203
0950202,0950102
0950202,0950204
0950202,0950201
0950202,0950101
0950202,0950304
0950202,0950202
0950202,8300002
0950202,8300001
0950202,1990102
0950201,0950102
0950201,0950201
0950201,0950101
0950201,0950202
0950201,8300002
0950204,0950301
0950204,0950103
0950204,0950203
0950204,0950204
0950204,0950304
0950204,0950202
0150603,1250101
0150603,0150801
0150603,0150601
0150603,0150102
0150603,0150602
0150603,0150603
0150603,8200004
0150603,8200002
0150603,8200001
0150603,0150802
0150602,0150504
0150602,0150601
0150602,0150102
0150602,0150602
0150602,0150603
0150601,1250101
0150601,1250502
0150601,0150503
0150601,1250402
0150601,0150504
0150601,1250401
0150601,0150601
0150601,0150602
0150601,0150603
6300201,6300101
6300201,6300301
6300201,6300201
6300201,6300402
6300201,6300401
1750701,1750702
1750701,1750701
1750701,8000405
1750701,1750502
1750702,1750601
1750702,1750702
1750702,1750701
1750702,1750502
1750702,1750201
1750702,1750301
0630101,0670502
0630101,0670503
0630101,0630201
0630101,0630101
0630101,1610301
0630101,0670403
0630101,1210301
0630301,0630501
0630301,0630301
0630301,0630201
0630301,1410503
0630301,0630401
1470501,1470401
1470501,1470502
1470501,1470101
1470501,1470601
1470501,1470501
1470501,1470701
1470501,0490501
1470501,0290301
1470502,1470401
1470502,0370501
1470502,1470502
1470502,0370503
1470502,0110102
1470502,1470601
1470502,1470501
1470502,0370101
0770203,0770102
0770203,0770108
0770203,0770101
0770203,0770202
0770203,0770203
0770203,0770301
0770202,0770108
0770202,0770202
0770202,0770203
0770202,0770301
0770202,0770402
0770202,1970602
1730602,1730301
1730602,1730602
1730602,1730201
1730602,1730601
1730602,1730701
5900012,1430307
5900012,1430404
5900012,1430704
5900012,5900012
5900012,5900006
5900012,5900011
5900012,5900008
5900013,1430405
5900013,5900009
5900013,5900001
5900013,5900002
5900013,5900014
5900013,5900013
5900013,5900004
5900010,1430704
5900010,5900011
5900010,5900008
5900010,5900007
5900010,1430705
5900010,5900010
5900010,5900003
5900010,5900016
5900011,1430704
5900011,5900012
5900011,5900011
5900011,5900008
5900011,5900010
5900016,1430702
5900016,1430705
5900016,5900010
5900016,5900003
5900016,5900005
5900016,5900016
5900016,5900017
5900016,5900004
5900016,5900015
5900017,1430702
5900017,5900016
5900017,5900017
5900017,5900015
5900017,1430703
5900014,5900001
5900014,5900002
5900014,5900014
5900014,5900013
5900015,5900016
5900015,5900017
5900015,5900004
5900015,5900015
5900015,1430703
1910504,1910502
1910504,1910501
1910504,1910504
1910504,0770105
1910504,1730703
1910504,1730701
1350202,1350402
1350202,1350202
1350202,1350301
1350202,1350302
1350202,1350102
1350202,1350401
1910501,1910301
1910501,1910101
1910501,1910402
1910501,1910401
1910501,1910502
1910501,1910501
1910501,1730301
1910501,1730302
1910501,1910504
1910501,1730701
1910502,1910502
1910502,1910501
1910502,1910504
1870302,1870102
1870302,1710601
1870302,1870402
1870302,1870401
1870302,1870301
1870302,1870302
1870302,1710504
1870302,0690104
1870302,0690502
1870302,0690503
1870301,1870102
1870301,1870101
1870301,1870402
1870301,1870401
1870301,1870301
1870301,1870302
1990501,1990401
1990501,1990201
1990501,1990501
1990501,1990402
1990501,1990502
1990501,7350003
1990502,1990201
1990502,1990501
1990502,1990502
1990502,6500210
1990502,6500203
1990502,6500216
0830503,1170903
0830503,0830702
0830503,1170902
0830503,0830503
0830503,0830502
0830503,0370201
0830503,0830203
0830503,0830401
0830503,0830201
0830502,0830701
0830502,0830702
0830502,0830503
0830502,0830502
0830502,0830403
0830502,0830401
0830502,0830801
1790103,1790403
1790103,1790101
1790103,1790402
1790103,1790703
1790103,1790701
1790103,1790104
1790103,1790102
1790103,1790604
1790103,1790204
1790103,1790103
1790103,1790504
1790103,1790503
1790102,1790104
1790102,1770303
1790102,1790102
1790102,1790604
1790102,6300402
1790102,1790103
1790101,1790101
1790101,0610104
1790101,1790202
1790101,0610102
1790101,1790203
1790101,1790104
1790101,1790204
1790101,1790103
1790104,1790101
1790104,0610301
1790104,0470704
1790104,1790104
1790104,1770303
1790104,1790102
1790104,1790103
5800201,5800401
5800201,0050402
5800201,5800201
5800201,5800301
5800201,5800101
5800201,0050202
7000219,7000202
7000219,7000215
7000219,7000211
7000219,7000219
7000219,7000320
7000219,7000319
7000218,7000109
7000218,7000201
7000218,7000107
7000218,7000218
7000218,7000211
7000218,1990202
7000218,7000104
1730302,1910501
1730302,1730301
1730302,1730302
1730302,1730701
7000215,7000202
7000215,7000215
7000215,7000219
7000215,7000315
7000215,7000320
7000215,7000212
7000215,7000209
7000217,7000217
7000217,7000205
7000217,7000216
7000217,7000213
7000217,7000203
7000216,7000217
7000216,7000103
7000216,7000105
7000216,7000205
7000216,7000216
7000216,7000202
7000216,7000203
7000211,7000201
7000211,7000103
7000211,7000105
7000211,7000202
7000211,7000218
7000211,7000211
7000211,7000219
7000211,1990202
7000211,7000319
1730301,1910401
1730301,1730101
1730301,1910501
1730301,1730301
1730301,1730302
1730301,1730602
1730301,1730201
1730301,1730202
1730301,1730701
7000213,7000217
7000213,7000103
7000213,7000108
7000213,7000210
7000213,7000213
7000213,7000101
7000213,7000203
7000212,7000208
7000212,7000204
7000212,7000202
7000212,7000215
7000212,7000212
1570401,1570201
1570401,1570301
1570401,1570101
1570401,0470302
1570401,1570401
1570401,0470401
1570401,0470402
1050201,1050203
1050201,1050201
1050201,1050401
1050201,1690603
1050201,1690602
1050203,1050202
1050203,1050203
1050203,1050301
1050203,1050201
1050203,1050401
1050202,1050103
1050202,1050202
1050202,1050203
1050202,1050301
0570301,0570201
0570301,0570301
0570301,1590501
0570301,1590301
0570301,0570401
7200001,1950302
7200001,1950102
7200001,7200001
7200001,1950103
7200001,1950401
0890503,0890201
0890503,0890402
0890503,0890404
0890503,0890401
0890503,0890503
0890503,0890502
0890503,0890501
0890503,0890504
0890503,0890101
0890502,0890404
0890502,0890505
0890502,0890503
0890502,0890502
0890502,0890504
0890502,0670301
0890502,0670302
0890501,0890503
0890501,0890501
0890501,0890504
0890501,0890101
0890505,0890405
0890505,0890404
0890505,0890505
0890505,0890502
0890505,0670301
0890505,0890305
0890505,0890304
0890504,0890503
0890504,0890502
0890504,0890501
0890504,0890504
0890504,0670401
0890504,0670302
0890504,0890101
7700016,7700001
7700016,7700009
7700016,7700016
7700016,7700020
7700016,7700010
7700016,7700012
7700016,7700013
7700016,7700019
7700017,7700009
7700017,7700010
7700017,7700017
7700017,7700011
7700017,7700015
7700017,1610203
7700017,1610201
7700017,1610205
1170103,1170103
1170103,1170901
1170103,1170102
1170103,1170903
1170103,1170902
1170102,1170103
1170102,1170102
1170102,1170101
1170102,1170903
1170102,1170601
1170102,1170201
1170101,1170102
1170101,1170101
1170101,1170301
1170101,1170604
1170101,1170601
1170101,1170603
6700201,6700201
6700201,1490204
6700201,6700101
6700201,6700601
7700012,7700016
7700012,7700010
7700012,7700012
7700012,7700013
7700013,7700016
7700013,7700020
7700013,7700010
7700013,7700012
7700013,7700013
7700013,7700011
7700013,7700014
0410208,0410203
0410208,0410202
0410208,0410210
0410208,0410208
0410208,0410213
0410208,0410207
0410208,0410205
0410209,0410111
0410209,0410209
0410209,0410201
0410209,0410203
0410209,0410202
0410209,0410101
0410209,0410104
0410209,0410108
0090301,0090302
0090301,0090303
0090301,0090301
0090301,0090201
0090301,0090401
0090301,0090402
7700010,7700009
7700010,7700016
7700010,7700010
7700010,7700012
7700010,7700013
7700010,7700017
7700010,7700011
0090303,1630301
0090303,0090302
0090303,1630402
0090303,0090303
0090303,0090202
0090303,0090301
0090303,0090201
0090302,1630301
0090302,0090302
0090302,0090303
0090302,0090301
0090302,0190502
0090302,6800104
0090302,0190505
0090302,0090401
0410201,0410111
0410201,0410211
0410201,0410305
0410201,0410209
0410201,0410315
0410201,0410201
0410201,0410203
0410201,0410308
0410201,0410210
0410202,0410209
0410202,0410203
0410202,0410202
0410202,0410214
0410202,0410208
0410202,0410205
0410202,0410101
0410202,0410105
7700011,7700010
7700011,7700013
7700011,7700017
7700011,7700011
7700011,7700015
7700011,7700014
0410204,0410210
0410204,0410204
0410204,0410212
0410204,0410409
0410204,0410405
0410205,0410202
0410205,0410214
0410205,0410208
0410205,0410207
0410205,0410205
0410205,7600806
0410205,0410105
0410205,7600812
0410206,0410213
0410206,0410207
0410206,0410515
0410206,0410206
0410206,7600812
0410206,0410516
0410207,0410208
0410207,0410213
0410207,0410207
0410207,0410205
0410207,0410206
0410207,7600812
7900101,0150405
7900101,7900201
7900101,7900101
7900101,0150101
7900101,7900501
7900101,0150103
1590201,1590501
1590201,1590301
1590201,1930102
1590201,1590201
1590201,1590101
1590201,1930101
1590201,1590401
1590201,1330101
0490201,0070301
0490201,0290301
0490201,0490401
0490201,0490301
0490201,1450503
0490201,0490201
0490201,0490101
0490201,1450501
0490201,0290701
0490201,0290201
8100068,8100043
8100068,8100078
8100068,8100064
8100068,8100068
8100068,8100051
8100068,8100027
8100068,8100053
8100069,8100093
8100069,8100061
8100069,7100409
8100069,8100069
8100069,8100086
8100069,7100406
8100069,8100021
8100069,8100020
8100062,8100074
8100062,8100088
8100062,8100046
8100062,8100062
8100062,8100060
8100062,8100081
8100062,8100082
8100063,8100030
8100063,8100031
8100063,8100003
8100063,8100063
8100063,8100085
8100060,8100088
8100060,8100035
8100060,8100062
8100060,8100033
8100060,8100060
8100060,8100066
8100060,8100031
8100060,8100085
8100060,8100082
8100061,8100040
8100061,7100408
8100061,8100093
8100061,8100061
8100061,7100409
8100061,8100069
8100061,8100021
8100066,8100060
8100066,8100066
8100066,8100070
8100066,8100085
8100066,8100082
8100066,8100083
8100067,8100009
8100067,8100008
8100067,8100030
8100067,8100067
8100067,8100048
8100067,8100004
8100067,8100050
8100064,8100054
8100064,8100074
8100064,8100081
8100064,8100058
8100064,8100071
8100064,8100078
8100064,8100064
8100064,8100045
8100064,8100068
8100064,8100091
8100064,8100027
8100065,5500049
8100065,8100087
8100065,8100058
8100065,8100065
8100065,8100044
8100065,8100071
8100065,8100089
7000302,7000303
7000302,7000314
7000302,7000312
7000302,7000308
7000302,7000305
7000302,7000302
7000302,7000311
0610501,0610202
0610501,0610503
0610501,1070307
0610501,0610501
0610501,1530406
0610501,1070309
0610501,1530110
0610501,1530401
0610501,0610403
0610501,0610401
0610501,0610402
0610501,1070308
0610503,0610202
0610503,0610502
0610503,0610503
0610503,0610504
0610503,0610501
0610503,1530406
0610503,1530110
0610502,0610202
0610502,0610502
0610502,0610503
0610502,0610504
0610502,0610106
0610504,0610502
0610504,0610503
0610504,0610504
0610504,1530110
0610504,1530104
0610504,0610101
0610504,0610106
7750004,7750006
7750004,7750003
7750004,1610108
7750004,7750004
7750004,7750009
7750004,7750001
7750005,7750006
7750005,7750005
7750005,7750002
7750005,7750008
7750005,1610105
7750005,7750001
7750006,7750010
7750006,7750006
7750006,7750005
7750006,7750008
7750006,7750004
7750006,7750009
7750006,7750001
7750006,7750007
7750007,7750010
7750007,7750006
7750007,7750009
7750007,7750007
8100080,8100074
8100080,8100029
8100080,8100046
8100080,8100055
8100080,8100080
8100080,8100045
8100080,8100073
7750001,7750006
7750001,7750005
7750001,1610105
7750001,1610108
7750001,7750004
7750001,7750009
7750001,7750001
7750002,7700022
7750002,7750005
7750002,7750002
7750002,7700018
7750002,7750008
7750002,1610105
7750003,1610103
7750003,7750003
7750003,1610106
7750003,1610108
7750003,7750004
7750003,7750009
1330101,1590201
1330101,1930101
1330101,1590401
1330101,1330101
1330101,1330201
7750009,1610304
7750009,7750010
7750009,7750006
7750009,7750003
7750009,1610106
7750009,7750004
7750009,7750009
7750009,7750001
7750009,7750007
1650501,1650502
1650501,1650504
1650501,1650501
1650502,0790101
1650502,1650503
1650502,0790301
1650502,1650502
1650502,1650504
1650502,1650501
1650502,1390501
1650503,0030602
1650503,1650302
1650503,0790101
1650503,1650503
1650503,1650502
1650503,1650306
1650503,1650305
1650503,1650504
1650503,1650505
1650503,1650301
1650504,1650503
1650504,1650502
1650504,1650504
1650504,1650505
1650504,1650501
1650504,1390501
1650505,1650503
1650505,1650504
1650505,1650505
1650505,1650301
1650505,1390501
1650505,1650303
1650505,1650106
1370402,0470703
1370402,1370401
1370402,1370502
1370402,1370501
1370402,1370402
1370402,1770202
1370402,0470704
7100301,7100303
7100301,7100313
7100301,7100304
7100301,7100306
7100301,7100301
7100301,7100311
7100301,7100305
7100301,7100218
6900006,6900002
6900006,6900003
6900006,6900001
6900006,6900004
6900006,0890402
6900006,6900006
6900004,6900002
6900004,6900004
6900004,0890402
6900004,6900006
6900004,0890405
6900004,0890404
6900004,0890304
6900005,0890601
6900005,6900005
6900005,6900002
6900005,0890304
6900005,0890303
1450201,1450401
1450201,0410309
1450201,1450202
1450201,1450201
1450201,1450301
1450201,0410503
1450201,1450103
6900003,0890601
6900003,0890203
6900003,6900002
6900003,6900003
6900003,0890201
6900003,6900001
6900003,0890402
6900003,6900006
1270401,1270403
