source_id,target_id
0670304,1430201
0670304,0670301
0670304,0670304
0670304,0670303
0670304,1430204
0670304,0890305
0670304,0670201
0670304,0670202
1730201,1730301
1730201,1730602
1730201,1730201
1730201,1730601
1730201,1730202
1730201,1730401
1730201,1730402
8000102,8000102
8000102,8000104
8000102,8000304
8000102,8000305
8000102,8000201
8000102,8000202
1810401,1490203
1810401,1830601
1810401,1810501
1810401,1810401
1810401,1810502
1810401,1810302
1810401,1810101
1810401,1810301
1810401,1490105
1710504,1710501
1710504,1710503
1710504,1710601
1710504,1870302
1710504,1710504
1710504,0690104
1710504,0690102
1710504,0690101
7300101,1490205
7300101,0410103
7300101,7300201
7300101,7300401
7300101,7300101
7300101,1490103
7300101,1490104
8000104,8000101
8000104,8000702
8000104,8000102
8000104,8000104
8000104,8000305
8000104,8000201
8000101,8000101
8000101,5500054
8000101,8000706
8000101,8000702
8000101,5500044
8000101,8000104
8000101,8000305
0150302,0150301
0150302,0150304
0150302,0150302
0150302,0150303
0150302,1650402
0150303,0910010
0150303,0150304
0150303,0150302
0150303,0150303
0150303,1650402
0150303,1650405
0150301,0150301
0150301,0150203
0150301,0150304
0150301,0150302
0150301,1650404
0150301,1650402
0150301,0150405
0150301,0150103
0150301,0150202
0150304,0910010
0150304,0150301
0150304,0150304
0150304,0150302
0150304,0150303
0150304,0150404
0150304,0150402
0150304,0150405
0330302,0330101
0330302,0330301
0330302,0330201
0330302,1770103
0330302,1770104
0330302,0330302
0330302,0330501
0330301,1770401
0330301,1790603
0330301,0330101
0330301,0990102
0330301,0990101
0330301,0330301
0330301,0330102
0330301,0990401
0330301,0570101
0330301,1770104
0330301,0330302
7900301,0150405
7900301,7900201
7900301,7900301
7900301,7900501
7900301,7900401
5950401,5950601
5950401,5950301
5950401,5950201
5950401,5950401
5950401,5950501
5950401,0810302
1670501,1670102
1670501,1670201
1670501,1670101
1670501,1670501
1670501,1670302
1670501,1910202
1670501,1670601
0690501,0690503
0690501,0690501
0690501,0690402
0690501,0690403
0690501,0690404
0690503,1870302
0690503,0690502
0690503,0690503
0690503,0690501
0690503,0430401
0690503,0690402
0690503,0690403
0690502,1870302
0690502,0690104
0690502,0690502
0690502,0690503
0690502,0690103
0690502,0690403
0870208,0870511
0870208,0870208
0870208,0870201
0870208,0870209
0870208,0870502
0870208,0870220
0870208,0870215
0870209,0870222
0870209,0870208
0870209,0870209
0870209,0870502
0870209,0870220
0870209,0870215
0870209,0850301
0870209,0850601
0870209,0850603
0870209,0850403
0870209,0850406
0870209,0870202
0870209,0870211
0870202,0870222
0870202,0870209
0870202,0870205
0870202,0870203
0870202,7600301
0870202,0870207
0870202,0870202
0870202,7600308
0870202,0870211
0870203,0870107
0870203,0870205
0870203,0870203
0870203,0870207
0870203,0870202
0870203,0870221
0870203,7600309
0870203,0870216
0870203,0870213
0870203,0870212
0870201,0870511
0870201,0870208
0870201,0870201
0870201,0870502
0870201,0870513
0870206,0870206
0870206,0870511
0870206,0870220
0870206,7600701
0870206,7600602
0870206,7600604
0870207,0870222
0870207,0870203
0870207,0870207
0870207,0870202
0870207,0870223
0870207,0870213
0870204,0870113
0870204,0870204
0870204,0870218
0870204,0870216
0870204,0870213
0870204,0870106
0870205,0870205
0870205,0870203
0870205,0870202
0870205,7600309
0870205,7600308
1430607,1430605
1430607,1430202
1430607,1430108
1430607,1430607
1430607,1430103
1430607,1430106
1430607,1430301
1430607,1430105
1430607,1430206
1430606,1430606
1430606,1430603
1430606,0890303
1430606,0890302
1430606,1430702
1430605,1430603
1430605,1430605
1430605,1430604
1430605,1430202
1430605,1430702
1430605,1430607
1430605,1430106
1430605,1430705
1430604,1430603
1430604,1430605
1430604,1430604
1430604,1430202
1430604,1430201
1430604,0890305
1430604,0890302
1430603,1430606
1430603,1430603
1430603,1430605
1430603,1430604
1430603,0890302
1430603,1430702
1430603,1430705
7600811,7600806
7600811,7600902
7600811,7600509
7600811,7600810
7600811,7600814
7600811,7600811
7600811,7600802
7600811,7600610
7600811,7600609
7600811,7600510
7600810,7600911
7600810,7600909
7600810,7600910
7600810,7600902
7600810,7600509
7600810,7600810
7600810,7600814
7600810,7600811
7600812,0410207
7600812,0410205
7600812,7600806
7600812,0410515
7600812,0410105
7600812,0410206
7600812,7600910
7600812,7600903
7600812,7600814
7600812,7600812
7600814,7600806
7600814,7600903
7600814,7600902
7600814,7600810
7600814,7600814
7600814,7600812
7600814,7600811
0110302,0110202
0110302,0110301
0110302,0110501
0110302,0090102
0110302,0310602
0110302,0110302
0110302,0090101
0110301,0110202
0110301,0110401
0110301,0110301
0110301,0110501
0110301,0110302
0310301,0310302
0310301,0310303
0310301,0310502
0310301,0310301
0310301,0190305
0310301,0310202
0310301,0190303
0310301,0190301
0310302,1430501
0310302,0310302
0310302,0310303
0310302,0310702
0310302,0310502
0310302,0310301
0310303,1430501
0310303,0310302
0310303,0310303
0310303,1430502
0310303,0310301
0310303,0190305
0630501,1550302
0630501,1550304
0630501,1210402
0630501,0630501
0630501,1210404
0630501,0630301
0630501,0630201
0630501,0350303
0630501,0350201
0630501,0630401
0730501,0730401
0730501,0730402
0730501,0730502
0730501,0730501
0730502,0730401
0730502,0730201
0730502,0730502
0730502,0730501
0730502,0730301
0730502,1990103
0730502,0730302
1310101,1310101
1310101,1310401
1310101,1310201
0190103,0190201
0190103,0190104
0190103,0670103
0190103,0670102
0190103,0190203
0190103,0190103
0190103,0190202
0190103,0190101
0190103,0190602
1410201,1410102
1410201,1410201
1410201,1410203
1410201,1410402
1410203,1410201
1410203,1410202
1410203,1410203
1410203,1410402
1410203,1410301
1410202,1410202
1410202,1410203
1410202,1410501
1410202,1410402
1410202,1410301
1410202,1410302
7600703,7600706
7600703,7600705
7600703,7600703
7600703,0870511
7600703,7600701
7600703,7600702
7600703,7600707
5100104,5100105
5100104,5100108
5100104,5100104
5100104,5100109
5100104,5100101
5100104,5100102
5100104,5100205
5100104,5100201
7700014,7700021
7700014,7700020
7700014,7700013
7700014,7700011
7700014,7700015
7700014,7700018
7700014,7700014
7700014,1610202
7700014,1610204
0230201,0190602
0230201,0230202
0230201,0230201
0230201,0190601
0230201,0230302
0230201,0230503
0230202,0190104
0230202,1610405
0230202,1610402
0230202,0190602
0230202,0230202
0230202,0230201
0230202,1610205
0230202,0230503
0230202,0230501
5100105,5100105
5100105,5100104
5100105,5100103
5100105,5100102
5100105,5100205
5100105,0590621
5100105,0590602
5100105,0590402
7700015,7700017
7700015,7700011
7700015,7700015
7700015,7700014
7700015,1610202
7700015,1610201
7600106,7600102
7600106,7600104
7600106,7600413
7600106,7600106
7600106,7600404
7600106,7600105
7600106,7600501
7600106,7600114
7600106,7600503
7600106,0870417
7600106,7600101
7600105,7600104
7600105,7600106
7600105,7600111
7600105,7600105
7600105,7600112
7600105,7600501
7600105,7600114
7600105,7600113
7600104,7600102
7600104,7600104
7600104,0870117
7600104,7600106
7600104,7600111
7600104,7600105
7600102,7600102
7600102,7600104
7600102,0870117
7600102,7600106
7600102,7600101
7600102,0870114
7600101,7600102
7600101,7600106
7600101,0870417
7600101,0870404
7600101,0870414
7600101,7600101
7600101,0870114
1270102,1010401
1270102,1010202
1270102,1270102
1270102,1270103
1270102,0850505
1270102,0850404
1270103,1010202
1270103,1270202
1270103,1270102
1270103,1270301
1270103,1270103
1270103,1270302
1270103,0850404
1030501,1030101
1030501,1030501
1030501,1030401
1030501,1030201
1030501,1030301
5100107,5100106
5100107,5100107
5100107,5100108
5100107,5100202
0450501,0450101
0450501,0450202
0450501,0450501
0450501,0450401
0450501,0450403
0530201,0530401
0530201,0530201
0530201,0530501
0530201,0530502
0530201,0530202
0530201,0530302
0530201,0530303
0530202,0410304
0530202,0410303
0530202,0530401
0530202,0530201
0530202,0530501
0530202,0530502
0530202,7300701
0530202,0530202
0530202,0530103
5500045,5500039
5500045,5500006
5500045,5500013
5500045,5500028
5500045,5500011
5500045,5500003
5500045,5500045
5500045,7400026
5500045,5500025
5500045,7400028
5500045,5500048
5500045,5500019
1990302,1990303
1990302,1990302
1990302,1990403
1990302,1990301
1990302,1990103
1990301,1990302
1990301,1990403
1990301,1990402
1990301,1990301
0190702,0190604
0190702,0190703
0190702,0190504
0190702,0190701
0190702,0190704
0190702,0190702
0190703,0190604
0190703,0190603
0190703,0190703
0190703,0190601
0190703,0230303
0190703,0190504
0190703,0190704
0190703,0190702
0190701,0190504
0190701,0190404
0190701,0190302
0190701,0190402
0190701,0190701
0190701,0190704
0190701,0190401
0190701,0190702
0190701,0190506
0190701,0190503
0190701,0190301
0190704,0190604
0190704,0190703
0190704,0190302
0190704,0190701
0190704,0190704
0190704,0190702
1550101,1550103
1550101,0710301
1550101,1550101
1550101,1550102
1550101,1210502
1550103,0710203
1550103,0710202
1550103,1550402
1550103,1550203
1550103,1550103
1550103,1550301
1550103,0710301
1550103,1550101
1550103,1550102
1550102,1550103
1550102,1550301
1550102,1550101
1550102,7500003
1550102,1550102
1550102,7500002
1550102,1210502
1550102,7500001
1550102,1210203
0790301,0790201
0790301,0790102
0790301,0790101
0790301,0790301
0790301,1650502
0790301,1390501
0790301,0790401
0790301,1130006
0790301,1130004
0830202,0830203
0830202,0830201
0830202,0830202
0830202,0370701
0830202,0370602
0830202,0830101
0830202,0830102
0830203,0830503
0830203,0370201
0830203,0830203
0830203,0830201
0830203,0830202
0830203,0370701
0830201,0830503
0830201,0830203
0830201,0830401
0830201,0830201
0830201,0830202
0830201,0830102
5300002,1630301
5300002,1630402
5300002,5300001
5300002,5300002
5300002,1630102
5300001,1630301
5300001,5300001
5300001,5300002
5300001,1630102
5100103,5100105
5100103,5100103
5100103,5100102
5100103,0590602
8100039,8100076
8100039,8100040
8100039,8100028
8100039,8100039
8100039,8100038
8100039,8100016
8100039,8100015
8100039,8100053
8100039,8100013
8100038,8100028
8100038,8100039
8100038,8100038
8100038,8100086
8100038,8100019
8100038,8100018
8100038,8100015
8100038,8100007
8100038,8100092
1050504,1050503
1050504,1050504
1050504,1050403
1050504,1950101
1050502,1050301
1050502,1050501
1050502,1050502
1050502,1050302
1050502,1050503
1050502,1050404
1050503,1050501
1050503,1050502
1050503,1050503
1050503,1050404
1050503,1050504
1050503,1050403
1050501,1050301
1050501,1050501
1050501,1050502
1050501,1050503
1050501,1050404
8100031,8100033
8100031,8100060
8100031,8100032
8100031,8100031
8100031,8100063
8100031,8100085
8100030,8100055
8100030,8100008
8100030,8100030
8100030,8100067
8100030,8100070
8100030,8100050
8100030,8100005
8100030,8100003
8100030,8100063
8100030,8100072
8100030,8100083
8100033,8100035
8100033,8100033
8100033,8100060
8100033,8100032
8100033,8100031
8100033,8100034
8100033,5500016
8100032,8100033
8100032,8100032
8100032,8100031
8100032,8100034
8100035,8100088
8100035,8100035
8100035,8100033
8100035,8100060
8100035,5500016
8100035,5500049
1190401,1190101
1190401,0730102
1190401,1190401
1190401,1190501
8100037,8100090
8100037,8100059
8100037,8100037
8100037,7100503
8100037,8100019
8100037,8100018
8100036,8100036
8100036,8100029
8100036,8100077
8100036,8100073
8100036,8100024
8100036,8100013
8100036,8100012
1770703,1770601
1770703,1770703
1770703,1770704
1770703,1770702
1770702,1770601
1770702,1770703
1770702,1770704
1770702,1770302
1770702,1770702
1770702,6300101
1770702,6300301
1770702,1770701
1770702,1770402
1770701,1770702
1770701,6300301
1770701,1770701
1770701,1770402
1770701,6300401
1770701,1770403
5500059,5500043
5500059,5500016
5500059,5500001
5500059,5500059
5500059,5500023
5500059,5500056
5500059,5500007
5500059,5500042
5500059,5500049
5500059,5500063
1770704,1770504
1770704,1770601
1770704,1770703
1770704,1770704
1770704,1770702
1770704,1770103
1770704,1770402
5500052,5500009
5500052,5500014
5500052,5500041
5500052,5500052
5500052,5500039
5500052,5500006
5500052,5500005
5500052,5500050
5500053,5500007
5500053,5500042
5500053,5500053
5500053,5500057
5500053,5500040
5500050,5500014
5500050,5500052
5500050,5500005
5500050,5500046
5500050,5500023
5500050,5500050
5500050,5500058
5500051,5500034
5500051,5500051
5500051,5500036
5500051,5500043
5500051,5500063
5500051,5500062
5500051,5500061
0250101,1170301
0250101,0250103
0250101,0250102
0250101,0250101
0250101,1170302
0250101,0250304
0250101,0250501
0010803,0010802
0010803,0010702
0010803,0010901
0010803,0010803
0010803,1310301
0250103,1170301
0250103,0250103
0250103,0250102
0250103,0250101
0250103,1170302
0250103,0250201
0010801,0010701
0010801,0010802
0010801,0010801
0010801,0010901
0210401,0210401
0210401,0210301
0210401,1850501
0210401,0710103
0210401,0210101
0210401,1850204
0210401,0210202
1210501,1210502
1210501,1210501
1210501,1210503
1210501,1210602
1210501,1210204
1210501,1210203
1210501,1210201
1210502,0710303
1210502,0710301
1210502,1550101
1210502,1550102
1210502,1210502
1210502,1210501
1210502,1210602
1210502,1210601
1210502,1210203
1210503,1210501
1210503,1210503
1210503,1210103
1210503,1210602
1210503,1210601
1210503,1210201
1210503,1210102
0030401,0030401
0030401,0030402
0030401,0650401
0030401,0030306
0030401,0030305
0030401,0030302
0030401,0290601
0030401,0290501
0030401,0290102
0030402,0030401
0030402,0030402
0030402,0030405
0030402,0650401
0030402,0030406
0030402,0650101
0030402,0030305
7100512,7100406
7100512,7100504
7100512,7100512
7100512,8100059
7100512,7100505
7100512,7100509
0030405,0030402
0030405,0030405
0030405,5400302
0030405,5400301
0030405,0030406
0030405,5400102
0030405,0030305
0030405,0030304
0030406,0030402
0030406,0030405
0030406,0030406
0030406,0030504
0030406,0030501
0030406,0650101
0030406,5400102
0030406,5400101
1990401,1990202
1990401,1990403
1990401,1990401
1990401,1990201
1990401,1990501
1990401,1990402
1990402,1990403
1990402,1990401
1990402,1990501
1990402,1990402
1990402,1990301
1990402,7350003
1990403,1990303
1990403,1990302
1990403,1990202
1990403,1990403
1990403,1990401
1990403,1990402
1990403,1990301
1110201,1110301
1110201,1110302
1110201,1110201
1110201,1110601
1110201,1110502
1110201,1110702
1110201,1110101
1470302,1470302
1470302,1470401
1470302,1470301
1470302,1110402
1470302,0370401
1470302,1110701
1470301,1470302
1470301,1350101
1470301,1470401
1470301,1470301
1470301,1470201
1470301,1470101
1470301,1110701
0610202,0610202
0610202,0610502
0610202,0610503
0610202,0610501
0610202,0610403
0610202,0610106
0610202,0610201
0610203,0610404
0610203,0610403
0610203,0610103
0610203,0610106
0610203,0610203
0610203,0610201
0610201,0610202
0610201,0610403
0610201,0610106
0610201,0610203
0610201,0610201
0330202,0330602
0330202,0330202
0330202,0330201
0330202,0330402
0330202,0330501
0330202,0850201
0330201,0330601
0330201,0330602
0330201,0330202
0330201,0330201
0330201,0330302
0330201,0330501
0410411,0410401
0410411,0410310
0410411,0410313
0410411,0410411
0410411,0410402
0410411,0410309
0410411,0410417
0410411,0410403
0410410,0410402
0410410,0410415
0410410,0410407
0410410,0410408
0410410,0410410
0410410,0410405
0410410,0410404
0410415,0410402
0410415,0410503
0410415,0410416
0410415,0410403
0410415,0410415
0410415,0410407
0410415,0410410
0410415,0410514
0410414,0410308
0410414,0410414
0410414,0410210
0410414,0410212
0410414,0410402
0410417,0410411
0410417,0410309
0410417,0410503
0410417,0410417
0410417,0410416
0410417,0410403
0410417,0410517
0410416,0410503
0410416,0410417
0410416,0410416
0410416,0410403
0410416,0410415
0410416,0410517
7100217,7100104
7100217,7100310
7100217,7100215
7100217,7100101
7100217,7100217
7100217,7100511
7100217,7100103
5950101,5950601
5950101,5950301
5950101,5950101
5950101,5950501
5950101,0810302
5950101,0810103
5950101,5950701
1810201,1810302
1810201,1810101
1810201,1810201
1810201,0930301
1810201,0930505
0150203,0150201
0150203,0150301
0150203,0150203
0150203,1650302
0150203,1650304
0150203,1650404
0150203,0150202
0150202,0150201
0150202,0150301
0150202,0150203
0150202,0150103
0150202,0150202
0150202,0150803
0150202,0150802
0150201,0150201
0150201,0030604
0150201,0030601
0150201,0150801
0150201,0150203
0150201,1650302
0150201,0150202
0150201,0150802
7700005,7700007
7700005,7700008
7700005,7700002
7700005,7700005
7700005,7700001
7700005,7700009
7700005,1610404
7700005,1610403
7100211,7100203
7100211,7100211
7100211,7100210
7100211,7100213
7100211,7100411
7100211,7100414
7100211,7100403
7100211,7100402
1810301,1830601
1810301,1810401
1810301,1810302
1810301,1830401
1810301,1810301
1810301,1750102
1810301,1830302
7900201,0150405
7900201,7900201
7900201,7900101
7900201,7900301
7900201,7900501
0410302,0410317
0410302,0410307
0410302,0410316
0410302,0410302
0410302,0410308
0410302,0410401
0410305,0410304
0410305,0410211
0410305,0410306
0410305,0410305
0410305,0410317
0410305,0410315
0410305,0410201
0410305,0410308
0410304,0410301
0410304,5700003
0410304,0410304
0410304,0070201
0410304,0410111
0410304,0410211
0410304,0410306
0410304,0410305
0410304,0410303
0410304,0410106
0410304,0530202
0410304,0530103
0410309,0070401
0410309,0070201
0410309,0410306
0410309,0410307
0410309,0410313
0410309,0410411
0410309,0410309
0410309,1450202
0410309,1450201
0410309,0410503
0410309,0410417
0410309,0410517
0410308,0410305
0410308,0410315
0410308,0410201
0410308,0410316
0410308,0410302
0410308,0410308
0410308,0410401
0410308,0410414
0410308,0410210
0410308,0410402
1670403,1670403
1670403,1670303
1670403,1670402
1670402,1670401
1670402,1670403
1670402,1670303
1670402,1670402
1670402,1670602
1670402,0270702
1670402,0270602
1670401,1670401
1670401,1670303
1670401,1670402
1670401,0270602
1670401,0270601
0870303,0870301
0870303,0870311
0870303,0870308
0870303,0870306
0870303,0870302
0870303,0870303
0870303,0870312
0870303,0870101
0870302,0870313
0870302,0870413
0870302,0870306
0870302,0870406
0870302,0870302
0870302,0870303
0870302,0870401
0870302,0870312
0870302,0870315
0870301,0750402
0870301,0870305
0870301,0870419
0870301,0870301
0870301,0870311
0870301,0870313
0870301,0870306
0870301,0870303
0870307,0870411
0870307,0870304
0870307,0870404
0870307,0870307
0870307,0870314
0870306,0870301
0870306,0870313
0870306,0870413
0870306,0870306
0870306,0870302
0870306,0870303
0870305,0750402
0870305,0870305
0870305,0870419
0870305,0870301
0870304,0870401
0870304,0870411
0870304,0870315
0870304,0870304
0870304,0870307
0870304,0870314
0870309,0870311
0870309,0870310
0870309,0870309
0870309,0870308
0870308,0870103
0870308,0850701
0870308,0870311
0870308,0870310
0870308,0870309
0870308,0870308
0870308,0870303
0870308,0870101
0110202,0310703
0110202,0110201
0110202,0110202
0110202,0110401
0110202,0110301
0110202,0310602
0110202,0110302
0110202,0310401
0110201,0310703
0110201,0370503
0110201,0110201
0110201,0110102
0110201,0110202
0110201,0110401
0230301,0190601
0230301,0230302
0230301,0230303
0230301,0230304
0230301,0230301
0230301,1630104
0230301,0230404
0230303,0190703
0230303,0190601
0230303,0230303
0230303,0230301
0230303,1630302
0230303,1630103
0230303,0190504
0230303,0190503
0230302,0230201
0230302,0190601
0230302,0230302
0230302,0230304
0230302,0230301
0230302,0230406
0230302,0230402
0230302,0230503
0230304,0230302
0230304,0230304
0230304,0230301
0230304,0230404
0230304,0230402
0230304,0230403
1390201,1390201
1390201,1390101
1390201,1570301
1390201,1390301
1390201,1130009
0990401,0990101
0990401,0330301
0990401,0990401
0990401,0990301
0990401,1930301
0990401,0990201
0990401,0570101
0990401,1930401
7700009,7700005
7700009,7700001
7700009,7700009
7700009,7700016
7700009,7700010
7700009,7700017
7700009,1610405
7700009,1610403
7700009,1610402
7700009,1610205
0730401,0730401
0730401,0730402
0730401,0730502
0730401,0730501
0630201,0630501
0630201,1210404
0630201,0630301
0630201,0630201
0630201,0630101
0630201,0670403
0630201,1410503
0730402,0730401
0730402,0730402
0730402,0730501
1470601,1470502
1470601,0110102
1470601,1470601
1470601,1470501
1470601,0290302
7600902,7600910
7600902,7600903
7600902,7600902
7600902,7600810
7600902,7600814
7600902,7600811
0870419,0750402
0870419,0870305
0870419,0870408
0870419,0870419
0870419,0870301
0870419,0870313
0870419,0870413
0870418,0870410
0870418,0870407
0870418,0870405
0870418,0870418
0870418,0870412
0870418,0870409
0870418,0750502
0870417,7600413
0870417,7600106
0870417,0410504
0870417,0870410
0870417,0870417
0870417,0870409
0870417,0870403
0870417,0870416
0870417,0870414
0870417,7600101
0870417,7600414
0870417,7600409
0870416,0870417
0870416,0870409
0870416,0870411
0870416,0870416
0870416,0870404
0870416,0870414
0870415,0870104
0870415,0870106
0870415,0870315
0870415,0870314
0870415,0870415
0870415,0870402
0870414,0870417
0870414,0870416
0870414,0870404
0870414,0870414
0870414,7600101
0870413,0870408
0870413,0870419
0870413,0870405
0870413,0870313
0870413,0870413
0870413,0870306
0870413,0870406
0870413,0870302
0870412,0870405
0870412,0870418
0870412,0870412
0870412,0870406
0870412,0870409
0870412,0870401
0870412,0870411
0870411,0870412
0870411,0870409
0870411,0870401
0870411,0870411
0870411,0870304
0870411,0870416
0870411,0870404
0870411,0870307
0870410,0410504
0870410,0870410
0870410,0870418
0870410,0870417
0870410,0870409
0870410,0870403
0870410,0750502
0870410,0750501
0870410,1450102
7600114,7600106
7600114,7600105
7600114,7600112
7600114,7600501
7600114,7600114
7600114,7600113
7600114,7600207
7600111,7600104
7600111,0870117
7600111,0870110
7600111,7600111
7600111,7600105
7600111,7600112
7600111,0870105
7600112,7600111
7600112,7600105
7600112,7600112
7600112,0870105
7600112,7600114
7600112,7600113
7600112,7600203
7600113,7600105
7600113,7600112
7600113,7600114
7600113,7600113
7600113,7600204
7600113,7600203
7600113,7600207
1110501,1170702
1110501,1170803
1110501,1110302
1110501,1110501
1110501,1110401
1110501,1110402
1110501,1110502
1110501,1110702
1110502,1110302
1110502,1110501
1110502,1110201
1110502,1110502
1110502,1110702
1110502,1110101
